# Self-published geofeed as defined in datatracker.ietf.org/doc/html/rfc8805
# Forweb s.c. PL Geofeed,lastupdated (rfc3339): 2025-09-01T09:15:38+02:00
95.175.16.154/32,PL,PL-10,Lodz,
95.175.16.156/30,PL,PL-10,Lodz,
95.175.16.160/30,PL,PL-10,Lodz,
95.175.16.165/32,PL,PL-10,Lodz,
95.175.16.166/31,PL,PL-10,Lodz,
95.175.16.168/30,PL,PL-10,Lodz,
95.175.16.172/32,PL,PL-10,Lodz,
95.175.16.174/32,PL,PL-10,Lodz,
95.175.16.177/32,PL,PL-10,Lodz,
95.175.16.178/31,PL,PL-10,Lodz,
95.175.16.180/30,PL,PL-10,Lodz,
95.175.16.184/32,PL,PL-10,Lodz,
95.175.16.187/32,PL,PL-10,Lodz,
95.175.16.188/31,PL,PL-10,Lodz,
95.175.16.191/32,PL,PL-10,Lodz,
95.175.16.192/31,PL,PL-10,Lodz,
95.175.16.195/32,PL,PL-10,Lodz,
95.175.16.196/30,PL,PL-10,Lodz,
95.175.16.203/32,PL,PL-10,Lodz,
95.175.16.207/32,PL,PL-10,Lodz,
95.175.16.208/31,PL,PL-10,Lodz,
95.175.16.215/32,PL,PL-10,Lodz,
95.175.16.216/31,PL,PL-10,Lodz,
95.175.16.218/32,PL,PL-10,Lodz,
95.175.16.221/32,PL,PL-10,Lodz,
95.175.16.224/32,PL,PL-10,Lodz,
95.175.16.228/30,PL,PL-10,Lodz,
95.175.16.233/32,PL,PL-10,Lodz,
95.175.16.234/31,PL,PL-10,Lodz,
95.175.16.236/32,PL,PL-10,Lodz,
95.175.16.238/32,PL,PL-10,Lodz,
95.175.16.240/31,PL,PL-10,Lodz,
95.175.16.242/32,PL,PL-10,Lodz,
95.175.16.245/32,PL,PL-10,Lodz,
95.175.16.246/32,PL,PL-10,Lodz,
95.175.16.249/32,PL,PL-10,Lodz,
95.175.16.251/32,PL,PL-10,Lodz,
95.175.16.254/31,PL,PL-10,Lodz,
95.175.17.0/30,PL,PL-10,Lodz,
95.175.17.5/32,PL,PL-10,Lodz,
95.175.17.6/31,PL,PL-10,Lodz,
95.175.17.9/32,PL,PL-10,Lodz,
95.175.17.10/31,PL,PL-10,Lodz,
95.175.17.12/30,PL,PL-10,Lodz,
95.175.17.16/32,PL,PL-10,Lodz,
95.175.17.19/32,PL,PL-10,Lodz,
95.175.17.20/30,PL,PL-10,Lodz,
95.175.17.24/30,PL,PL-10,Lodz,
95.175.17.29/32,PL,PL-10,Lodz,
95.175.17.30/31,PL,PL-10,Lodz,
95.175.17.32/29,PL,PL-10,Lodz,
95.175.17.40/30,PL,PL-10,Lodz,
95.175.17.44/32,PL,PL-10,Lodz,
95.175.17.46/31,PL,PL-10,Lodz,
95.175.17.48/30,PL,PL-10,Lodz,
95.175.17.52/32,PL,PL-10,Lodz,
95.175.17.54/31,PL,PL-10,Lodz,
95.175.17.61/32,PL,PL-10,Lodz,
95.175.17.63/32,PL,PL-10,Lodz,
95.175.17.65/32,PL,PL-10,Lodz,
95.175.17.71/32,PL,PL-10,Lodz,
95.175.17.74/31,PL,PL-10,Lodz,
95.175.17.76/32,PL,PL-10,Lodz,
95.175.17.78/32,PL,PL-10,Lodz,
95.175.17.80/32,PL,PL-10,Lodz,
95.175.17.82/31,PL,PL-10,Lodz,
95.175.17.85/32,PL,PL-10,Lodz,
95.175.17.87/32,PL,PL-10,Lodz,
95.175.17.88/32,PL,PL-10,Lodz,
95.175.17.90/31,PL,PL-10,Lodz,
95.175.17.92/32,PL,PL-10,Lodz,
95.175.17.94/31,PL,PL-10,Lodz,
95.175.17.96/31,PL,PL-10,Lodz,
95.175.17.99/32,PL,PL-10,Lodz,
95.175.17.102/31,PL,PL-10,Lodz,
95.175.17.105/32,PL,PL-10,Lodz,
95.175.17.106/31,PL,PL-10,Lodz,
95.175.17.109/32,PL,PL-10,Lodz,
95.175.17.110/32,PL,PL-10,Lodz,
95.175.17.112/30,PL,PL-10,Lodz,
95.175.17.116/31,PL,PL-10,Lodz,
95.175.17.119/32,PL,PL-10,Lodz,
95.175.17.121/32,PL,PL-10,Lodz,
95.175.17.122/32,PL,PL-10,Lodz,
95.175.17.128/31,PL,PL-10,Lodz,
95.175.17.130/32,PL,PL-10,Lodz,
95.175.17.133/32,PL,PL-10,Lodz,
95.175.17.134/32,PL,PL-10,Lodz,
95.175.17.137/32,PL,PL-10,Lodz,
95.175.17.139/32,PL,PL-10,Lodz,
95.175.17.141/32,PL,PL-10,Lodz,
95.175.17.142/32,PL,PL-10,Lodz,
95.175.17.147/32,PL,PL-10,Lodz,
95.175.17.152/32,PL,PL-10,Lodz,
95.175.17.155/32,PL,PL-10,Lodz,
95.175.17.165/32,PL,PL-10,Lodz,
95.175.17.166/31,PL,PL-10,Lodz,
95.175.17.168/32,PL,PL-10,Lodz,
95.175.17.171/32,PL,PL-10,Lodz,
95.175.17.172/32,PL,PL-10,Lodz,
95.175.17.180/32,PL,PL-10,Lodz,
95.175.17.182/31,PL,PL-10,Lodz,
95.175.17.186/31,PL,PL-10,Lodz,
95.175.17.192/32,PL,PL-10,Lodz,
95.175.17.195/32,PL,PL-10,Lodz,
95.175.17.197/32,PL,PL-10,Lodz,
95.175.17.198/31,PL,PL-10,Lodz,
95.175.17.200/31,PL,PL-10,Lodz,
95.175.17.202/32,PL,PL-10,Lodz,
95.175.17.207/32,PL,PL-10,Lodz,
95.175.17.208/31,PL,PL-10,Lodz,
95.175.17.213/32,PL,PL-10,Lodz,
95.175.17.216/31,PL,PL-10,Lodz,
95.175.17.220/31,PL,PL-10,Lodz,
95.175.17.222/32,PL,PL-10,Lodz,
95.175.17.228/30,PL,PL-10,Lodz,
95.175.17.232/32,PL,PL-10,Lodz,
95.175.18.0/32,PL,PL-10,Lodz,
95.175.18.222/32,PL,PL-10,Lodz,
95.175.20.2/31,PL,PL-10,Lodz,
95.175.20.4/32,PL,PL-10,Lodz,
95.175.20.6/31,PL,PL-10,Lodz,
95.175.20.8/32,PL,PL-10,Lodz,
95.175.20.10/32,PL,PL-10,Lodz,
95.175.20.12/32,PL,PL-10,Lodz,
95.175.20.14/32,PL,PL-10,Lodz,
95.175.20.17/32,PL,PL-10,Lodz,
95.175.20.18/31,PL,PL-10,Lodz,
95.175.20.20/31,PL,PL-10,Lodz,
95.175.20.23/32,PL,PL-10,Lodz,
95.175.20.26/31,PL,PL-10,Lodz,
95.175.20.28/32,PL,PL-10,Lodz,
95.175.20.31/32,PL,PL-10,Lodz,
95.175.20.38/32,PL,PL-10,Lodz,
95.175.20.41/32,PL,PL-10,Lodz,
95.175.20.42/31,PL,PL-10,Lodz,
95.175.20.45/32,PL,PL-10,Lodz,
95.175.20.46/31,PL,PL-10,Lodz,
95.175.20.48/32,PL,PL-10,Lodz,
95.175.20.53/32,PL,PL-10,Lodz,
95.175.20.54/32,PL,PL-10,Lodz,
95.175.20.56/32,PL,PL-10,Lodz,
95.175.20.61/32,PL,PL-10,Lodz,
95.175.20.64/30,PL,PL-10,Lodz,
95.175.20.70/32,PL,PL-10,Lodz,
95.175.20.73/32,PL,PL-10,Lodz,
95.175.20.75/32,PL,PL-10,Lodz,
95.175.20.76/32,PL,PL-10,Lodz,
95.175.20.78/31,PL,PL-10,Lodz,
95.175.20.81/32,PL,PL-10,Lodz,
95.175.20.82/31,PL,PL-10,Lodz,
95.175.20.84/32,PL,PL-10,Lodz,
95.175.20.86/32,PL,PL-10,Lodz,
95.175.20.88/32,PL,PL-10,Lodz,
95.175.20.90/32,PL,PL-10,Lodz,
95.175.20.96/32,PL,PL-10,Lodz,
95.175.20.104/32,PL,PL-10,Lodz,
95.175.20.114/32,PL,PL-10,Lodz,
95.175.20.124/32,PL,PL-10,Lodz,
95.175.20.214/32,PL,PL-10,Lodz,
95.175.21.0/32,PL,PL-10,Lodz,
95.175.24.6/32,PL,PL-10,Lodz,
95.175.31.74/31,PL,PL-10,Lodz,
193.239.206.140/32,PL,PL-10,Lodz,
193.239.206.153/32,PL,PL-10,Lodz,
193.239.206.154/31,PL,PL-10,Lodz,
194.63.132.72/32,PL,PL-10,Lodz,
194.63.132.133/32,PL,PL-10,Lodz,
194.63.133.34/32,PL,PL-10,Lodz,
194.63.133.96/32,PL,PL-10,Lodz,
194.63.133.103/32,PL,PL-10,Lodz,
194.63.133.114/32,PL,PL-10,Lodz,
194.63.133.120/32,PL,PL-10,Lodz,
194.63.133.124/31,PL,PL-10,Lodz,
194.63.133.126/32,PL,PL-10,Lodz,
194.63.133.147/32,PL,PL-10,Lodz,
194.63.133.166/32,PL,PL-10,Lodz,
194.63.134.116/32,PL,PL-10,Lodz,
194.63.135.53/32,PL,PL-10,Lodz,
194.63.135.57/32,PL,PL-10,Lodz,
194.63.135.61/32,PL,PL-10,Lodz,
194.63.135.83/32,PL,PL-10,Lodz,
194.63.135.92/32,PL,PL-10,Lodz,
194.63.135.131/32,PL,PL-10,Lodz,
194.63.135.132/31,PL,PL-10,Lodz,
194.63.135.146/32,PL,PL-10,Lodz,
194.63.135.178/32,PL,PL-10,Lodz,
194.63.135.188/32,PL,PL-10,Lodz,
91.193.97.2/31,PL,PL-10,Koluszki,
91.193.97.4/31,PL,PL-10,Koluszki,
91.193.97.6/32,PL,PL-10,Koluszki,
91.193.97.9/32,PL,PL-10,Koluszki,
91.193.97.10/31,PL,PL-10,Koluszki,
91.193.97.13/32,PL,PL-10,Koluszki,
91.193.97.17/32,PL,PL-10,Koluszki,
91.193.97.18/32,PL,PL-10,Koluszki,
91.193.97.20/32,PL,PL-10,Koluszki,
91.193.97.22/31,PL,PL-10,Koluszki,
91.193.97.25/32,PL,PL-10,Koluszki,
91.193.97.26/32,PL,PL-10,Koluszki,
91.193.97.31/32,PL,PL-10,Koluszki,
91.193.97.34/32,PL,PL-10,Koluszki,
91.193.97.36/32,PL,PL-10,Koluszki,
91.193.97.38/32,PL,PL-10,Koluszki,
91.193.97.43/32,PL,PL-10,Koluszki,
91.193.97.44/32,PL,PL-10,Koluszki,
91.193.97.47/32,PL,PL-10,Koluszki,
91.193.97.50/32,PL,PL-10,Koluszki,
91.193.97.59/32,PL,PL-10,Koluszki,
91.193.97.61/32,PL,PL-10,Koluszki,
95.175.16.17/32,PL,PL-10,Koluszki,
95.175.16.120/32,PL,PL-10,Koluszki,
95.175.16.129/32,PL,PL-10,Koluszki,
95.175.17.57/32,PL,PL-10,Koluszki,
95.175.17.125/32,PL,PL-10,Koluszki,
95.175.17.143/32,PL,PL-10,Koluszki,
95.175.17.151/32,PL,PL-10,Koluszki,
95.175.17.162/31,PL,PL-10,Koluszki,
95.175.17.194/32,PL,PL-10,Koluszki,
95.175.17.210/32,PL,PL-10,Koluszki,
95.175.17.225/32,PL,PL-10,Koluszki,
95.175.17.227/32,PL,PL-10,Koluszki,
95.175.20.24/32,PL,PL-10,Koluszki,
95.175.20.107/32,PL,PL-10,Koluszki,
95.175.20.108/32,PL,PL-10,Koluszki,
95.175.20.113/32,PL,PL-10,Koluszki,
95.175.3.52/32,PL,PL-10,Konstantynow Lodzki,
95.175.16.27/32,PL,PL-10,Konstantynow Lodzki,
95.175.16.43/32,PL,PL-10,Konstantynow Lodzki,
95.175.16.49/32,PL,PL-10,Konstantynow Lodzki,
95.175.16.66/32,PL,PL-10,Konstantynow Lodzki,
95.175.16.227/32,PL,PL-10,Konstantynow Lodzki,
95.175.17.191/32,PL,PL-10,Konstantynow Lodzki,
95.175.17.193/32,PL,PL-10,Konstantynow Lodzki,
95.175.17.218/32,PL,PL-10,Konstantynow Lodzki,
95.175.20.103/32,PL,PL-10,Konstantynow Lodzki,
95.175.16.68/32,PL,PL-24,Katowice,
95.175.17.58/32,PL,PL-10,Rzgow,
95.175.17.66/31,PL,PL-10,Rzgow,
95.175.17.135/32,PL,PL-10,Rzgow,
95.175.17.160/32,PL,PL-10,Rzgow,
194.63.132.142/32,PL,PL-10,Rzgow,
95.175.17.86/32,PL,PL-10,Poddebice,
95.175.17.118/32,PL,PL-10,Skierniewice,
95.175.17.149/32,PL,PL-10,Skierniewice,
95.175.23.7/32,PL,PL-14,Jablonna,
95.175.23.123/32,PL,PL-14,Jablonna,
95.175.23.125/32,PL,PL-14,Jablonna,
95.175.23.240/32,PL,PL-14,Jablonna,
95.175.23.214/32,PL,PL-14,Praga-Poludnie,
95.175.23.241/32,PL,PL-14,Nowy Dwor Mazowiecki,
95.175.1.0/24,PL,PL-10,Lodz,
95.175.2.0/25,PL,PL-10,Lodz,
95.175.5.0/25,PL,PL-14,Serock,
95.175.5.128/25,PL,PL-10,Lodz,
95.175.7.0/25,PL,PL-10,Lodz,
95.175.7.128/25,PL,PL-14,Wieliszew,
95.175.28.0/24,PL,PL-10,Lodz,
194.63.132.0/22,PL,PL-10,Lodz,
95.175.0.0/19,PL,PL-10,Lodz,
